Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color,Leather interior,Manufacturer_cleaned,Model_cleaned,Category_cleaned,Fuel type_cleaned,Gear box type_cleaned,Drive wheels_cleaned,Doors_cleaned,Wheel_cleaned,Color_cleaned,Leather interior_cleaned,Manufacturer_scaled,Model_scaled,Category_scaled,Fuel type_scaled,Gear box type_scaled,Drive wheels_scaled,Doors_scaled,Wheel_scaled,Color_scaled,Leather interior_scaled,Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Levy_cleaned,Prod. year_cleaned,Engine volume_cleaned,isTurbo,Mileage_cleaned,Cylinders_cleaned,Airbags_cleaned,Levy_scaled,Prod. year_scaled,Engine volume_scaled,Mileage_scaled,Cylinders_scaled,Airbags_scaled,Price
HONDA,Civic,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,HONDA,CIVIC,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14390.6988168,28015.6520948,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,503,2012,1.5,146403 km,4.0000000,0,503,2012,1.5000000,0,146403,4.0000000,0,0.0429401,0.9012346,0.0750000,0.0000682,0.2000000,0.0000000,2901
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,394,2014,2.5,102397 km,4.0000000,12,394,2014,2.5000000,0,102397,4.0000000,12,0.0336350,0.9259259,0.1250000,0.0000477,0.2000000,0.7500000,784
OPEL,Astra,Universal,CNG,Manual,Front,04-May,Left wheel,Blue,No,OPEL,ASTRA,UNIVERSAL,CNG,MANUAL,FRONT,4,LEFT WHEEL,BLUE,NO,135697.0088246,8448.0213866,22215.4061199,9029.0145166,39404.6623373,20599.3767854,17089.9312887,20737.4846683,51432.4322560,23533.4518021,-,1996,1.6,600000 km,4.0000000,2,0,1996,1.6000000,0,600000,4.0000000,2,0.0000000,0.7037037,0.0800000,0.0002794,0.2000000,0.1250000,3000
TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,CAMRY,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,934,2015,2.5,151610 km,4.0000000,12,934,2015,2.5000000,0,151610,4.0000000,12,0.0797337,0.9382716,0.1250000,0.0000706,0.2000000,0.7500000,7527
HONDA,FIT,Universal,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,HONDA,FIT,UNIVERSAL,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,14390.6988168,11780.7836977,22215.4061199,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,609,2016,1.3,16714 km,4.0000000,4,609,2016,1.3000000,0,16714,4.0000000,4,0.0519891,0.9506173,0.0650000,0.0000078,0.2000000,0.2500000,30602
ACURA,RDX,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Grey,Yes,ACURA,RDX,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,14227.0545240,18446.2561691,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1053,2014,3.5,81600 km,6.0000000,10,1053,2014,3.5000000,0,81600,6.0000000,10,0.0898924,0.9259259,0.1750000,0.0000380,0.3333333,0.6250000,39201
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,779,2013,2.5,124912 km,4.0000000,12,779,2013,2.5000000,0,124912,4.0000000,12,0.0665016,0.9135802,0.1250000,0.0000582,0.2000000,0.7500000,3763
SSANGYONG,Actyon,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Red,Yes,SSANGYONG,ACTYON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,RED,YES,30271.4061379,32197.4982143,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,13860.8704964,18478.9556784,730,2016,1.6,56150 km,4.0000000,4,730,2016,1.6000000,0,56150,4.0000000,4,0.0623186,0.9506173,0.0800000,0.0000261,0.2000000,0.2500000,44134
VOLVO,960,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,White,Yes,VOLVO,960,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,WHITE,YES,14063.8960886,19851.7817860,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,1995,2.5,253442 km,6.0000000,2,0,1995,2.5000000,0,253442,6.0000000,2,0.0000000,0.6913580,0.1250000,0.0001180,0.3333333,0.1250000,6272
HONDA,Elysion 3.0,Minivan,Petrol,Automatic,Front,04-May,Right-hand drive,Black,No,HONDA,ELYSION 3.0,MINIVAN,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,BLACK,NO,14390.6988168,19851.7817860,21139.4158882,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,18086.8626653,23533.4518021,-,2004,3,219000 km,6.0000000,6,0,2004,3.0000000,0,219000,6.0000000,6,0.0000000,0.8024691,0.1500000,0.0001020,0.3333333,0.3750000,7840
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,765,2015,2,161388 km,4.0000000,4,765,2015,2.0000000,0,161388,4.0000000,4,0.0653065,0.9382716,0.1000000,0.0000752,0.2000000,0.2500000,27827
BMW,X5,Jeep,Petrol,Tiptronic,4x4,04-May,Left wheel,Silver,Yes,BMW,X5,JEEP,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,SILVER,YES,21076.6479150,16891.8490893,23520.2505712,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,2004,3,300000 km,6.0000000,10,0,2004,3.0000000,0,300000,6.0000000,10,0.0000000,0.8024691,0.1500000,0.0001397,0.3333333,0.6250000,16000
HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SANTA FE,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,39004.0629882,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,639,2014,2,170623 km,4.0000000,4,639,2014,2.0000000,0,170623,4.0000000,4,0.0545501,0.9259259,0.1000000,0.0000795,0.2000000,0.2500000,35237
TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Grey,Yes,TOYOTA,PRIUS,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,11460.6154719,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,645,2011,1.8,353606 km,4.0000000,12,645,2011,1.8000000,0,353606,4.0000000,12,0.0550623,0.8888889,0.0900000,0.0001647,0.2000000,0.7500000,470
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,Orange,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,ORANGE,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,14132.4263301,18478.9556784,1017,2017,2,345316 km,4.0000000,4,1017,2017,2.0000000,0,345316,4.0000000,4,0.0868192,0.9629630,0.1000000,0.0001608,0.2000000,0.2500000,11604
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,880,2018,1.6,54865 km,4.0000000,4,880,2018,1.6000000,0,54865,4.0000000,4,0.0751238,0.9753086,0.0800000,0.0000255,0.2000000,0.2500000,32929
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,707,2011,2,129000 km,4.0000000,4,707,2011,2.0000000,0,129000,4.0000000,4,0.0603551,0.8888889,0.1000000,0.0000601,0.2000000,0.2500000,19657
HYUNDAI,Genesis,Coupe,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,GENESIS,COUPE,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,19061.7657281,21840.5164177,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,836,2010,2,170340 km,4.0000000,4,836,2010,2.0000000,0,170340,4.0000000,4,0.0713676,0.8765432,0.1000000,0.0000793,0.2000000,0.2500000,16954
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,394,2014,2.5,398069 km,4.0000000,12,394,2014,2.5000000,0,398069,4.0000000,12,0.0336350,0.9259259,0.1250000,0.0001854,0.2000000,0.7500000,1098
SSANGYONG,Actyon,Sedan,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,SSANGYONG,ACTYON,SEDAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,30271.4061379,32197.4982143,14159.5858168,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,707,2011,2,189855 km,4.0000000,4,707,2011,2.0000000,0,189855,4.0000000,4,0.0603551,0.8888889,0.1000000,0.0000884,0.2000000,0.2500000,16333
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1091,2016,2.5,41000 km,4.0000000,4,1091,2016,2.5000000,0,41000,4.0000000,4,0.0931364,0.9506173,0.1250000,0.0000191,0.2000000,0.2500000,41654
HYUNDAI,H1,Minivan,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,H1,MINIVAN,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,29101.7545057,21139.4158882,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1024,2010,2.5,82111 km,4.0000000,4,1024,2010,2.5000000,0,82111,4.0000000,4,0.0874168,0.8765432,0.1250000,0.0000382,0.2000000,0.2500000,19441
MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Left wheel,White,Yes,MERCEDES-BENZ,E 350,SEDAN,DIESEL,AUTOMATIC,REAR,4,LEFT WHEEL,WHITE,YES,18318.5683697,11656.3850257,14159.5858168,36298.9310787,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1018,2011,3,273186 km,6.0000000,12,1018,2011,3.0000000,0,273186,6.0000000,12,0.0869046,0.8888889,0.1500000,0.0001272,0.3333333,0.7500000,9879
MERCEDES-BENZ,E 350,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 350,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,11656.3850257,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1055,2013,3.5 Turbo,140800 km,6.0000000,0,1055,2013,3.5000000,1,140800,6.0000000,0,0.0900632,0.9135802,0.1750000,0.0000656,0.3333333,0.0000000,15681
OPEL,Zafira B,Minivan,Diesel,Manual,Front,04-May,Left wheel,Silver,No,OPEL,ZAFIRA B,MINIVAN,DIESEL,MANUAL,FRONT,4,LEFT WHEEL,SILVER,NO,135697.0088246,19851.7817860,21139.4158882,36298.9310787,39404.6623373,20599.3767854,17089.9312887,20737.4846683,15333.5653059,23533.4518021,-,2007,1.9 Turbo,265000 km,4.0000000,2,0,2007,1.9000000,1,265000,4.0000000,2,0.0000000,0.8395062,0.0950000,0.0001234,0.2000000,0.1250000,13485
TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,Green,No,TOYOTA,PRIUS,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREEN,NO,14378.2583811,11460.6154719,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,9189.5495385,23533.4518021,746,2009,1.5,99000 km,4.0000000,8,746,2009,1.5000000,0,99000,4.0000000,8,0.0636845,0.8641975,0.0750000,0.0000461,0.2000000,0.5000000,11290
LEXUS,IS 250,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,White,Yes,LEXUS,IS 250,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,WHITE,YES,19295.3661710,20861.6579934,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,777,2014,2.5,126021 km,6.0000000,12,777,2014,2.5000000,0,126021,6.0000000,12,0.0663309,0.9259259,0.1250000,0.0000587,0.3333333,0.7500000,627
LEXUS,GX 470,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,White,Yes,LEXUS,GX 470,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,19295.3661710,20186.1686561,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1514,2011,4.6,202048 km,8.0000000,0,1514,2011,4.6000000,0,202048,8.0000000,0,0.1292471,0.8888889,0.2300000,0.0000941,0.4666667,0.0000000,392
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Beige,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BEIGE,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,17070.8028294,18478.9556784,1296,2008,2.4,171200 km,4.0000000,12,1296,2008,2.4000000,0,171200,4.0000000,12,0.1106368,0.8518519,0.1200000,0.0000797,0.2000000,0.7500000,11800
FORD,Transit,Microbus,Diesel,Manual,Rear,04-May,Left wheel,Yellow,No,FORD,TRANSIT,MICROBUS,DIESEL,MANUAL,REAR,4,LEFT WHEEL,YELLOW,NO,16689.1262008,14298.8415561,19041.3038388,36298.9310787,39404.6623373,17448.8573494,17089.9312887,20737.4846683,18422.3301379,23533.4518021,-,1995,2.5,111111 km,4.0000000,2,0,1995,2.5000000,0,111111,4.0000000,2,0.0000000,0.6913580,0.1250000,0.0000517,0.2000000,0.1250000,7527
AUDI,A7,Hatchback,Petrol,Automatic,4x4,04-May,Left wheel,Grey,Yes,AUDI,A7,HATCHBACK,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,13145.2028426,15477.8506379,11346.8436235,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,917,2013,3,301707 km,6.0000000,0,917,2013,3.0000000,0,301707,6.0000000,0,0.0782824,0.9135802,0.1500000,0.0001405,0.3333333,0.0000000,4704
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,394,2014,2.5,398069 km,4.0000000,12,394,2014,2.5000000,0,398069,4.0000000,12,0.0336350,0.9259259,0.1250000,0.0001854,0.2000000,0.7500000,1098
FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,FORD,FUSION,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,16689.1262008,10644.3226610,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,640,2013,2,294016 km,4.0000000,12,640,2013,2.0000000,0,294016,4.0000000,12,0.0546355,0.9135802,0.1000000,0.0001369,0.2000000,0.7500000,941
TOYOTA,CHR,Jeep,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,TOYOTA,CHR,JEEP,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,16600.8140423,23520.2505712,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1079,2018,2,22816 km,4.0000000,12,1079,2018,2.0000000,0,22816,4.0000000,12,0.0921120,0.9753086,0.1000000,0.0000106,0.2000000,0.7500000,2195
MERCEDES-BENZ,E 350,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,White,Yes,MERCEDES-BENZ,E 350,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,WHITE,YES,18318.5683697,11656.3850257,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,2410,2010,6.2,274771 km,8.0000000,12,2410,2010,6.2000000,0,274771,8.0000000,12,0.2057367,0.8765432,0.3100000,0.0001280,0.4666667,0.7500000,314
TOYOTA,Prius 1.5I,Sedan,Hybrid,Variator,Front,04-May,Left wheel,Grey,Yes,TOYOTA,PRIUS 1.5I,SEDAN,HYBRID,VARIATOR,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,19851.7817860,14159.5858168,10903.2491977,15129.3860444,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,-,2008,1.5,145000 km,4.0000000,12,0,2008,1.5000000,0,145000,4.0000000,12,0.0000000,0.8518519,0.0750000,0.0000675,0.2000000,0.7500000,13799
HYUNDAI,Genesis,Coupe,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,GENESIS,COUPE,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,19061.7657281,21840.5164177,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,836,2010,2,158663 km,4.0000000,4,836,2010,2.0000000,0,158663,4.0000000,4,0.0713676,0.8765432,0.1000000,0.0000739,0.2000000,0.2500000,16280
HYUNDAI,H1,Universal,Diesel,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,H1,UNIVERSAL,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,29101.7545057,22215.4061199,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1091,2016,2.5,40877 km,4.0000000,4,1091,2016,2.5000000,0,40877,4.0000000,4,0.0931364,0.9506173,0.1250000,0.0000190,0.2000000,0.2500000,30326
MERCEDES-BENZ,E 280,Sedan,CNG,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 280,SEDAN,CNG,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,16471.8441329,14159.5858168,9029.0145166,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,-,1998,2.8,3200 km,6.0000000,6,0,1998,2.8000000,0,3200,6.0000000,6,0.0000000,0.7283951,0.1400000,0.0000015,0.3333333,0.3750000,7840
TOYOTA,Prius C,Hatchback,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,TOYOTA,PRIUS C,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,17616.4875975,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,595,2015,1.5,105600 km,4.0000000,12,595,2015,1.5000000,0,105600,4.0000000,12,0.0507939,0.9382716,0.0750000,0.0000492,0.2000000,0.7500000,6
MERCEDES-BENZ,E 350,Sedan,Petrol,Automatic,4x4,04-May,Left wheel,Grey,Yes,MERCEDES-BENZ,E 350,SEDAN,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,18318.5683697,11656.3850257,14159.5858168,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1172,2011,3.5,248525 km,6.0000000,12,1172,2011,3.5000000,0,248525,6.0000000,12,0.1000512,0.8888889,0.1750000,0.0001157,0.3333333,0.7500000,11447
KIA,Optima,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Black,No,KIA,OPTIMA,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLACK,NO,14959.5566306,15769.8156187,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,1051,2016,2.4,910000 km,4.0000000,8,1051,2016,2.4000000,0,910000,4.0000000,8,0.0897217,0.9506173,0.1200000,0.0004238,0.2000000,0.5000000,21012
CHEVROLET,Cruze,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Black,No,CHEVROLET,CRUZE,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLACK,NO,15631.2040472,11885.9585091,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,-,2012,1.4 Turbo,163000 km,4.0000000,8,0,2012,1.4000000,1,163000,4.0000000,8,0.0000000,0.9012346,0.0700000,0.0000759,0.2000000,0.5000000,16308
MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 350,SEDAN,DIESEL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,18318.5683697,11656.3850257,14159.5858168,36298.9310787,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1598,2008,3,175614 km,6.0000000,12,1598,2008,3.0000000,0,175614,6.0000000,12,0.1364180,0.8518519,0.1500000,0.0000818,0.3333333,0.7500000,2430
CHEVROLET,Malibu,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,CHEVROLET,MALIBU,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,15631.2040472,18586.1583526,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,640,2013,2,106048 km,4.0000000,4,640,2013,2.0000000,0,106048,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000494,0.2000000,0.2500000,24283
ROVER,200,Coupe,Petrol,Manual,Front,02-Mar,Left wheel,Silver,No,ROVER,200,COUPE,PETROL,MANUAL,FRONT,2,LEFT WHEEL,SILVER,NO,16901.4848217,13832.3062032,21840.5164177,17162.3155529,39404.6623373,20599.3767854,85611.0594215,20737.4846683,15333.5653059,23533.4518021,-,1998,1.4,0 km,4.0000000,3,0,1998,1.4000000,0,0,4.0000000,3,0.0000000,0.7283951,0.0700000,0.0000000,0.2000000,0.1875000,3000
HONDA,FIT,Hatchback,Petrol,Automatic,Front,04-May,Right-hand drive,Red,No,HONDA,FIT,HATCHBACK,PETROL,AUTOMATIC,FRONT,4,RIGHT-HAND DRIVE,RED,NO,14390.6988168,11780.7836977,11346.8436235,17162.3155529,16011.0486705,20599.3767854,17089.9312887,8945.6475385,13860.8704964,23533.4518021,-,2002,1.3,161000 km,4.0000000,4,0,2002,1.3000000,0,161000,4.0000000,4,0.0000000,0.7777778,0.0650000,0.0000750,0.2000000,0.2500000,6272
BMW,318,Sedan,CNG,Manual,Rear,04-May,Left wheel,Silver,No,BMW,318,SEDAN,CNG,MANUAL,REAR,4,LEFT WHEEL,SILVER,NO,21076.6479150,10708.2369049,14159.5858168,9029.0145166,39404.6623373,17448.8573494,17089.9312887,20737.4846683,15333.5653059,23533.4518021,-,2000,1.9,0 km,4.0000000,8,0,2000,1.9000000,0,0,4.0000000,8,0.0000000,0.7530864,0.0950000,0.0000000,0.2000000,0.5000000,7840
LEXUS,RX 350,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,White,Yes,LEXUS,RX 350,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,19295.3661710,18222.8166862,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,1399,2010,3.5,172659 km,6.0000000,12,1399,2010,3.5000000,0,172659,6.0000000,12,0.1194297,0.8765432,0.1750000,0.0000804,0.3333333,0.7500000,706
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,White,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,919,2012,3,271701 km,6.0000000,12,919,2012,3.0000000,0,271701,6.0000000,12,0.0784531,0.9012346,0.1500000,0.0001265,0.3333333,0.7500000,26657
MERCEDES-BENZ,E 300,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,E 300,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,18318.5683697,17334.9964286,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1017,2017,2,1600 km,4.0000000,12,1017,2017,2.0000000,0,1600,4.0000000,12,0.0868192,0.9629630,0.1000000,0.0000007,0.2000000,0.7500000,392
FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Grey,Yes,FORD,FUSION,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,16689.1262008,10644.3226610,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,640,2013,2,174619 km,4.0000000,0,640,2013,2.0000000,0,174619,4.0000000,0,0.0546355,0.9135802,0.1000000,0.0000813,0.2000000,0.0000000,282
